Ticker,MS(0),ROIC(0),MS(5),ROIC(5),MS(10),ROIC(10)
MRO,0.75,0.05,0.75,0.05,0.75,0.05
MPC,1.14,0.12,1.14,0.12,1.14,0.12
MMI,5.99,0.45,5.99,0.45,5.99,0.45
MCS,1.07,0.06,1.07,0.06,1.07,0.06
MRIN,1.83,0.47,1.2,0.32,0.95,0.25
MPX,2.93,0.11,2.93,0.11,2.93,0.11
HZO,1.74,0.05,1.74,0.05,1.74,0.05
MKL,0.52,0.02,0.52,0.02,0.52,0.02
MWE,1.49,0.04,1.49,0.04,1.49,0.04
VAC,1.31,0.07,1.31,0.07,1.31,0.07
MMC,1.9,0.13,1.9,0.13,1.9,0.13
MSO,2.74,0.2,2.74,0.2,2.74,0.2
MLM,1.44,0.06,1.44,0.06,1.44,0.06
MAS,1.76,0.11,1.76,0.11,1.76,0.11
DOOR,1.54,0.02,1.54,0.02,1.54,0.02
MTZ,0.76,0.08,0.76,0.08,0.76,0.08
MA,6.84,0.35,6.84,0.35,6.84,0.35
MTDR,1.85,0.15,1.85,0.15,1.85,0.15
MTRN,1.12,0.09,1.07,0.09,1.03,0.08
MATX,1.56,0.1,1.56,0.1,1.56,0.1
MLP,3.27,0.41,3.27,0.41,3.27,0.41
MVNR,3.83,0.41,2.46,0.24,1.91,0.18
MMS,4.86,0.26,4.86,0.26,4.86,0.26
MXL,2.43,0.49,1.12,0.22,0.78,0.16
MBI,0.62,0.04,0.62,0.04,0.62,0.04
MNI,0.45,0.03,0.45,0.03,0.45,0.03
MKC,2.62,0.13,2.62,0.13,2.62,0.13
MDR,0.61,0.04,0.61,0.04,0.61,0.04
MCD,3.15,0.22,3.15,0.22,3.15,0.22
MUX,0.57,0.56,0.5,0.51,0.44,0.46
MHFI,4.4,0.38,4.4,0.38,4.4,0.38
MCK,1.15,0.06,1.12,0.06,1.1,0.06
MDU,0.82,0.06,0.82,0.06,0.82,0.06
MJN,5.59,0.29,5.15,0.27,4.84,0.25
MIG,0.24,0.01,0.24,0.01,0.24,0.01
MWV,1.04,0.06,1.04,0.06,1.04,0.06
MEG,0.97,0.04,0.97,0.04,0.97,0.04
MPW,1.4,0.04,1.4,0.04,1.4,0.04
MED,3.28,0.24,3.28,0.24,3.28,0.24
MCC,0.88,0.07,0.88,0.07,0.88,0.07
MD,2.1,0.15,2.1,0.15,2.1,0.15
MDT,2.5,0.13,2.31,0.12,2.17,0.11
MW,1.25,0.05,1.25,0.05,1.25,0.05
MRK,1.86,0.13,1.51,0.1,1.31,0.09
MCY,0.75,0.07,0.75,0.07,0.75,0.07
MDP,1.16,0.08,1.16,0.08,1.16,0.08
MTH,1.16,0.09,1.16,0.09,1.16,0.09
MTOR,0.95,0.09,0.95,0.09,0.95,0.09
MTR,7.91,1.11,7.91,1.11,7.91,1.11
MSB,19.92,0.15,19.92,0.15,19.92,0.15
MEI,2.98,0.2,2.98,0.2,2.98,0.2
MET,0.12,0.01,0.12,0.01,0.12,0.01
MTD,4.71,0.28,4.01,0.24,3.57,0.22
MTG,0.86,0.05,0.86,0.05,0.86,0.05
MGM,0.94,0.05,0.94,0.05,0.94,0.05
KORS,4.82,0.5,4.82,0.5,4.82,0.5
MAA,1.36,0.03,1.36,0.03,1.36,0.03
MEP,0.25,0.03,0.25,0.03,0.25,0.03
MPO,0.73,0.16,0.73,0.16,0.73,0.16
MM,0.6,0.51,0.51,0.43,0.46,0.38
MILL,0.68,0.83,0.68,0.83,0.68,0.83
MLR,1.0,0.1,1.0,0.1,1.0,0.1
MTX,1.21,0.07,1.19,0.07,1.17,0.07
MG,1.31,0.08,1.29,0.08,1.28,0.08
MODN,2.43,0.31,1.71,0.22,1.37,0.18
MOD,0.78,0.05,0.78,0.05,0.78,0.05
MC,1.24,0.44,1.24,0.44,1.24,0.44
MHK,1.85,0.09,1.85,0.09,1.85,0.09
MOH,0.85,0.05,0.85,0.05,0.85,0.05
TAP,1.22,0.05,1.22,0.05,1.22,0.05
MCP,0.71,0.17,0.69,0.16,0.68,0.16
MNR,1.24,0.04,1.24,0.04,1.24,0.04
MON,2.88,0.24,2.37,0.2,2.07,0.18
MWW,0.63,0.23,0.63,0.23,0.63,0.23
MRH,0.63,0.06,0.63,0.06,0.63,0.06
MCO,5.2,0.31,5.2,0.31,5.2,0.31
MS,0.54,0.01,0.54,0.01,0.54,0.01
MOS,1.11,0.07,1.11,0.07,1.11,0.07
MSI,1.57,0.22,1.29,0.19,1.13,0.17
MOV,1.25,0.12,1.25,0.12,1.25,0.12
MPLX,5.5,0.15,5.5,0.15,5.5,0.15
MRC,0.75,0.08,0.75,0.08,0.75,0.08
MSA,1.65,0.14,1.49,0.13,1.38,0.12
MSM,2.37,0.19,2.37,0.19,2.37,0.19
MSCI,2.72,0.11,2.72,0.11,2.72,0.11
MLI,1.73,0.12,1.73,0.12,1.73,0.12
MWA,1.83,0.09,1.83,0.09,1.83,0.09
MUR,0.69,0.07,0.69,0.07,0.69,0.07
MUSA,1.88,0.21,1.88,0.21,1.88,0.21
MVO,5.29,1.52,5.29,1.52,5.29,1.52
MVC,0.73,0.02,0.73,0.02,0.73,0.02
MYE,1.33,0.05,1.33,0.05,1.33,0.05
NBR,0.75,0.11,0.75,0.11,0.75,0.11
NC,0.79,0.11,0.79,0.11,0.79,0.11
NFG,1.01,0.08,1.01,0.08,1.01,0.08
NHI,1.75,0.07,1.75,0.07,1.75,0.07
NOV,0.74,0.11,0.74,0.11,0.74,0.11
NPK,1.2,0.11,1.2,0.11,1.2,0.11
NNN,1.46,0.05,1.46,0.05,1.46,0.05
NSM,0.67,0.05,0.67,0.05,0.67,0.05
NGS,1.11,0.08,1.11,0.08,1.11,0.08
NGVC,3.1,0.14,3.1,0.14,3.1,0.14
NRP,0.87,0.09,0.87,0.09,0.87,0.09
NLS,3.16,0.25,2.87,0.22,2.68,0.21
NCI,0.88,0.18,0.88,0.18,0.88,0.18
NAV,1.11,0.09,0.94,0.08,0.83,0.07
NCS,1.59,0.05,1.59,0.05,1.59,0.05
NCR,0.98,0.07,0.92,0.07,0.87,0.06
NP,1.73,0.13,1.73,0.13,1.73,0.13
NPTN,0.78,0.22,0.54,0.15,0.43,0.12
N,7.91,0.22,6.23,0.17,5.35,0.15
NSR,1.35,0.17,1.28,0.16,1.24,0.16
NWHM,1.25,0.02,1.25,0.02,1.25,0.02
NEWM,1.46,0.04,1.46,0.04,1.46,0.04
NMFC,1.01,0.06,1.01,0.06,1.01,0.06
NRZ,0.77,0.01,0.77,0.01,0.77,0.01
NSLP,0.57,0.15,0.57,0.15,0.57,0.15
NWY,0.62,0.05,0.62,0.05,0.62,0.05
NYRT,1.15,0.06,1.15,0.06,1.15,0.06
NYT,1.09,0.04,1.09,0.04,1.09,0.04
NCT,0.72,0.01,0.72,0.01,0.72,0.01
NWL,1.96,0.1,1.96,0.1,1.96,0.1
NFX,0.95,0.06,0.95,0.06,0.95,0.06
NJR,1.09,0.15,1.09,0.15,1.09,0.15
NEU,4.93,0.4,3.73,0.3,3.11,0.25
NEM,0.78,0.04,0.74,0.04,0.71,0.04
NR,1.03,0.13,1.03,0.13,1.03,0.13
NEE,1.02,0.06,1.02,0.06,1.02,0.06
NGL,0.83,0.02,0.83,0.02,0.83,0.02
NLSN,1.58,0.07,1.58,0.07,1.58,0.07
NKE,4.6,0.22,4.6,0.22,4.6,0.22
NMBL,6.3,0.59,4.38,0.4,3.58,0.32
NKA,0.77,0.24,0.77,0.24,0.77,0.24
NI,0.97,0.05,0.97,0.05,0.97,0.05
NL,0.73,0.02,0.73,0.02,0.73,0.02
NE,0.65,0.09,0.65,0.09,0.65,0.09
NBL,1.13,0.07,1.13,0.07,1.13,0.07
NOR,0.67,0.03,0.67,0.03,0.67,0.03
NCFT,2.13,0.13,2.13,0.13,2.13,0.13
JWN,1.94,0.15,1.94,0.15,1.94,0.15
NSC,1.3,0.11,1.3,0.11,1.3,0.11
NRT,38.52,3.91,38.52,3.91,38.52,3.91
NTI,2.35,0.23,2.35,0.23,2.35,0.23
NOC,1.41,0.12,1.41,0.12,1.41,0.12
NRF,1.08,0.02,1.08,0.02,1.08,0.02
NWN,0.73,0.05,0.73,0.05,0.73,0.05
NWE,0.9,0.04,0.9,0.04,0.9,0.04
DNOW,0.93,0.07,0.93,0.07,0.93,0.07
NRG,0.76,0.04,0.76,0.04,0.75,0.04
NYLD,1.03,0.05,1.03,0.05,1.03,0.05
NUS,2.28,0.22,2.28,0.22,2.28,0.22
NUE,1.29,0.09,1.29,0.09,1.29,0.09
NS,1.65,0.07,1.65,0.07,1.65,0.07
NSH,4.33,0.01,4.33,0.01,4.33,0.01
NES,0.81,0.34,0.81,0.34,0.81,0.34
NVR,2.58,0.19,2.58,0.19,2.58,0.19
OAK,0.18,0.02,0.18,0.02,0.18,0.02
OAS,0.83,0.12,0.83,0.12,0.83,0.12
OXY,1.21,0.2,1.21,0.2,1.21,0.2
OII,1.78,0.19,1.78,0.19,1.78,0.19
OZM,0.33,0.09,0.33,0.09,0.33,0.09
OCIP,2.93,0.22,2.93,0.22,2.93,0.22
OCIR,1.43,0.22,1.43,0.22,1.43,0.22
OGE,0.97,0.06,0.97,0.06,0.97,0.06
OIS,1.32,0.13,1.32,0.13,1.32,0.13
ODC,1.38,0.05,1.38,0.05,1.38,0.05
ORI,0.32,0.04,0.32,0.04,0.32,0.04
OLN,1.13,0.07,1.13,0.07,1.13,0.07
OMAM,0.79,0.01,0.79,0.01,0.79,0.01
OMG,0.67,0.14,0.67,0.14,0.67,0.14
OHI,2.36,0.09,2.36,0.09,2.36,0.09
OME,0.86,0.09,0.84,0.09,0.83,0.09
OCR,1.69,0.07,1.69,0.07,1.69,0.07
OMC,1.17,0.09,1.17,0.09,1.17,0.09
OMN,0.95,0.05,0.95,0.05,0.95,0.05
ASGN,1.89,0.12,1.89,0.12,1.89,0.12
OLP,1.17,0.05,1.17,0.05,1.17,0.05
OB,0.52,0.03,0.52,0.03,0.52,0.03
OKS,1.22,0.08,1.22,0.08,1.22,0.08
OKE,1.2,0.08,1.2,0.08,1.2,0.08
OPK,5.24,0.17,4.62,0.15,4.25,0.14
OPWR,2.76,0.56,1.8,0.34,1.42,0.26
OPY,0.44,0.01,0.44,0.01,0.44,0.01
ORCL,2.26,0.21,1.97,0.18,1.78,0.16
OA,1.11,0.11,1.07,0.11,1.04,0.11
OWW,1.81,0.06,1.81,0.06,1.81,0.06
ORC,0.15,0.0,0.15,0.0,0.15,0.0
ORN,0.84,0.05,0.84,0.05,0.84,0.05
ORA,1.33,0.07,1.32,0.07,1.32,0.07
OSK,1.07,0.1,1.07,0.1,1.07,0.1
OUT,1.53,0.05,1.53,0.05,1.53,0.05
OMI,0.99,0.06,0.99,0.06,0.99,0.06
OC,0.91,0.05,0.89,0.05,0.87,0.05
OI,0.95,0.09,0.92,0.09,0.91,0.08
OXM,2.2,0.13,2.2,0.13,2.2,0.13
ROYT,0.69,0.22,0.69,0.22,0.69,0.22
PCG,0.67,0.04,0.67,0.04,0.67,0.04
PKG,1.72,0.13,1.72,0.13,1.72,0.13
PLL,3.18,0.16,2.95,0.15,2.79,0.14
PANW,7.9,0.24,6.99,0.21,6.43,0.19
P,5.11,0.16,4.54,0.14,4.21,0.13
PHX,1.79,0.14,1.79,0.14,1.79,0.14
PAR,0.54,0.14,0.41,0.11,0.34,0.09
PKE,1.39,0.06,1.39,0.06,1.39,0.06
PKD,0.73,0.08,0.73,0.08,0.73,0.08
PH,1.65,0.12,1.65,0.12,1.65,0.12
PKY,1.02,0.01,1.02,0.01,1.02,0.01
PRE,0.32,0.06,0.32,0.06,0.32,0.06
PAYC,2.42,0.03,2.39,0.03,2.37,0.03
PBF,0.73,0.21,0.73,0.21,0.73,0.21
BTU,0.55,0.01,0.55,0.01,0.55,0.01
PEB,1.32,0.04,1.32,0.04,1.32,0.04
PVA,0.71,0.37,0.71,0.37,0.71,0.37
PEI,1.22,0.02,1.22,0.02,1.22,0.02
PFSI,0.21,0.1,0.21,0.1,0.21,0.1
PMT,0.38,0.03,0.38,0.03,0.38,0.03
PAG,1.22,0.07,1.22,0.07,1.22,0.07
PNR,1.38,0.09,1.34,0.08,1.31,0.08
PBY,0.46,0.02,0.46,0.02,0.46,0.02
POM,0.79,0.04,0.79,0.04,0.79,0.04
PEP,2.4,0.12,2.4,0.12,2.4,0.12
PKI,1.66,0.08,1.52,0.08,1.42,0.07
PBT,155.25,10.02,155.25,10.02,155.25,10.02
PRGO,5.41,0.17,5.12,0.16,4.9,0.15
PQ,0.75,0.08,0.75,0.08,0.75,0.08
PFE,1.5,0.13,1.32,0.11,1.2,0.1
PMC,1.16,0.05,1.16,0.05,1.16,0.05
PHH,0.7,0.04,0.7,0.04,0.7,0.04
PM,4.46,0.33,4.46,0.33,4.46,0.33
PSX,1.08,0.06,1.08,0.06,1.08,0.06
PSXP,11.21,0.33,11.21,0.33,11.21,0.33
PNX,0.03,0.01,0.03,0.01,0.03,0.01
DOC,1.78,0.01,1.78,0.01,1.78,0.01
PNY,0.97,0.06,0.97,0.06,0.97,0.06
PDM,1.06,0.02,1.06,0.02,1.06,0.02
PIR,1.52,0.16,1.52,0.16,1.52,0.16
PNK,1.28,0.06,1.28,0.06,1.28,0.06
PF,1.35,0.1,1.34,0.1,1.34,0.1
PNW,0.74,0.06,0.74,0.06,0.74,0.06
PES,0.73,0.09,0.73,0.09,0.73,0.09
PXD,1.9,0.09,1.9,0.09,1.9,0.09
PJC,0.56,0.04,0.56,0.04,0.56,0.04
PBI,1.21,0.1,1.15,0.1,1.1,0.09
PAA,1.36,0.08,1.36,0.08,1.36,0.08
PAGP,0.7,0.08,0.7,0.08,0.7,0.08
PLT,2.64,0.28,2.08,0.22,1.78,0.18
PAH,1.46,0.03,1.44,0.03,1.43,0.03
PCL,1.92,0.06,1.92,0.06,1.92,0.06
PGEM,1.57,0.09,1.57,0.09,1.57,0.09
PNM,0.74,0.05,0.74,0.05,0.74,0.05
PII,4.63,0.44,3.86,0.37,3.39,0.32
POL,1.65,0.07,1.65,0.07,1.65,0.07
PPO,2.27,0.06,2.27,0.06,2.27,0.06
POR,0.78,0.04,0.78,0.04,0.78,0.04
POST,0.82,0.04,0.82,0.04,0.82,0.04
PPS,1.76,0.05,1.76,0.05,1.76,0.05
POT,1.8,0.13,1.8,0.13,1.8,0.13
POWR,1.19,0.05,1.19,0.05,1.19,0.05
PPG,1.94,0.12,1.8,0.11,1.7,0.1
PPL,0.94,0.07,0.94,0.07,0.94,0.07
PX,2.27,0.13,2.23,0.13,2.21,0.13
PCP,1.69,0.15,1.69,0.15,1.69,0.15
PGI,1.1,0.07,1.03,0.07,0.98,0.06
PBH,1.44,0.08,1.44,0.08,1.44,0.08
PRI,0.28,0.03,0.28,0.03,0.28,0.03
PFG,0.08,0.01,0.08,0.01,0.08,0.01
PRA,0.54,0.05,0.54,0.05,0.54,0.05
PG,1.85,0.1,1.85,0.1,1.85,0.1
PGR,0.69,0.08,0.69,0.08,0.69,0.08
PLD,1.22,0.01,1.22,0.01,1.22,0.01
PRO,2.66,0.31,1.96,0.21,1.63,0.16
PRLB,6.47,0.29,5.7,0.25,5.21,0.23
PRU,0.1,0.01,0.1,0.01,0.1,0.01
PSB,1.08,0.06,1.08,0.06,1.08,0.06
PEG,0.85,0.08,0.85,0.08,0.85,0.08
PSA,3.41,0.11,3.41,0.11,3.41,0.11
PHM,1.08,0.08,1.08,0.08,1.08,0.08
PBYI,40.8,1.41,16.81,0.63,11.67,0.45
PVH,1.11,0.05,1.11,0.05,1.11,0.05
PZN,1.07,0.66,1.07,0.66,1.07,0.66
QTWO,5.46,0.24,4.54,0.19,4.02,0.17
QEPM,1.82,0.07,1.82,0.07,1.82,0.07
QEP,0.67,0.13,0.67,0.13,0.67,0.13
QTS,1.77,0.04,1.77,0.04,1.77,0.04
QUAD,0.62,0.03,0.62,0.03,0.62,0.03
KWR,1.87,0.12,1.87,0.12,1.87,0.12
NX,1.5,0.05,1.5,0.05,1.5,0.05
PWR,0.98,0.08,0.98,0.08,0.98,0.08
QTM,1.97,0.25,1.26,0.16,0.96,0.12
DGX,1.47,0.1,1.47,0.1,1.47,0.1
STR,1.38,0.1,1.38,0.1,1.38,0.1
ZQK,0.92,0.19,0.92,0.19,0.92,0.19
Q,3.29,0.19,3.29,0.19,3.29,0.19
RAX,4.87,0.17,4.16,0.15,3.74,0.13
RDN,0.69,0.11,0.69,0.11,0.69,0.11
RAS,0.16,0.0,0.16,0.0,0.16,0.0
RALY,3.8,0.44,2.57,0.31,2.06,0.25
RL,1.94,0.17,1.94,0.17,1.94,0.17
RPT,1.21,0.02,1.21,0.02,1.21,0.02
RRC,1.52,0.07,1.52,0.07,1.52,0.07
RJF,0.36,0.03,0.36,0.03,0.36,0.03
RYN,1.65,0.05,1.65,0.05,1.65,0.05
RTN,1.38,0.12,1.38,0.12,1.38,0.12
RCAP,0.58,0.14,0.58,0.14,0.58,0.14
RMAX,1.74,0.18,1.74,0.18,1.74,0.18
RLD,2.81,0.15,2.27,0.12,1.97,0.11
RLGY,1.44,0.07,1.44,0.07,1.44,0.07
O,1.48,0.06,1.48,0.06,1.48,0.06
RHT,4.16,0.17,3.38,0.14,2.95,0.12
RLH,0.76,0.07,0.76,0.07,0.76,0.07
RWT,0.77,0.02,0.77,0.02,0.77,0.02
RBC,1.21,0.09,1.21,0.09,1.21,0.09
RGC,2.31,0.12,2.31,0.12,2.31,0.12
REG,1.97,0.04,1.97,0.04,1.97,0.04
RGP,0.93,0.03,0.93,0.03,0.93,0.03
RGS,0.87,0.01,0.87,0.01,0.87,0.01
RGA,0.22,0.02,0.22,0.02,0.22,0.02
RS,0.91,0.08,0.91,0.08,0.91,0.08
RNR,0.66,0.08,0.66,0.08,0.66,0.08
RNF,2.23,0.05,2.23,0.05,2.23,0.05
RSG,1.06,0.06,1.06,0.06,1.06,0.06
RMD,4.08,0.22,3.51,0.19,3.15,0.17
REN           ,0.6,0.11,0.6,0.11,0.6,0.11
RFP,0.41,0.03,0.41,0.03,0.41,0.03
RSO,0.85,0.01,0.85,0.01,0.85,0.01
RH,2.58,0.12,2.58,0.12,2.58,0.12
RPAI,1.25,0.02,1.25,0.02,1.25,0.02
REV,2.04,0.12,2.04,0.12,2.04,0.12
REX,1.1,0.27,1.1,0.27,1.1,0.27
REXR,1.33,0.01,1.33,0.01,1.33,0.01
RXN,1.38,0.07,1.38,0.07,1.38,0.07
RAI,2.87,0.17,2.87,0.17,2.87,0.17
RNO,0.25,0.13,0.25,0.13,0.25,0.13
RICE,1.12,0.03,1.12,0.03,1.12,0.03
RNG,6.24,0.46,3.99,0.3,3.11,0.23
RAD,1.93,0.11,1.93,0.11,1.93,0.11
RLI,0.87,0.06,0.87,0.06,0.87,0.06
RLJ,1.36,0.05,1.36,0.05,1.36,0.05
RRTS,1.09,0.08,1.09,0.08,1.09,0.08
RHI,4.63,0.31,4.63,0.31,4.63,0.31
RKT,1.03,0.08,1.03,0.08,1.03,0.08
ROK,2.73,0.2,2.73,0.2,2.73,0.2
COL,2.18,0.14,2.18,0.14,2.18,0.14
ROG,1.83,0.12,1.7,0.11,1.6,0.11
ROL,6.82,0.27,6.82,0.27,6.82,0.27
ROP,2.32,0.12,2.32,0.12,2.32,0.12
RRMS,2.5,0.08,2.5,0.08,2.5,0.08
RST,0.65,0.41,0.49,0.3,0.41,0.25
RNDY,0.81,0.23,0.81,0.23,0.81,0.23
RSE,1.16,0.01,1.16,0.01,1.16,0.01
RDC,0.62,0.08,0.62,0.08,0.62,0.08
RCL,1.17,0.05,1.17,0.05,1.17,0.05
RES,2.05,0.25,2.05,0.25,2.05,0.25
RPM,1.87,0.12,1.87,0.12,1.87,0.12
RSPP,1.18,0.05,1.18,0.05,1.18,0.05
RTI,1.02,0.05,1.01,0.05,1.0,0.05
RT,0.75,0.02,0.75,0.02,0.75,0.02
RKUS,2.94,0.28,1.91,0.18,1.5,0.14
RTEC,1.23,0.15,0.93,0.12,0.77,0.1
R,1.0,0.04,1.0,0.04,1.0,0.04
RYL,1.18,0.1,1.18,0.1,1.18,0.1
RHP,1.86,0.06,1.86,0.06,1.86,0.06
SBR,86.05,8.02,86.05,8.02,86.05,8.02
SFE,1.34,0.06,1.34,0.06,1.34,0.06
CRM,4.13,0.1,3.5,0.08,3.13,0.07
SBH,3.33,0.24,3.33,0.24,3.33,0.24
SJT,38.27,3.88,38.27,3.88,38.27,3.88
SN,0.83,0.12,0.83,0.12,0.83,0.12
SD,0.56,0.11,0.56,0.11,0.56,0.11
SDT,0.6,0.15,0.6,0.15,0.6,0.15
SDR,0.67,0.21,0.67,0.21,0.67,0.21
PER,1.06,0.29,1.06,0.29,1.06,0.29
SAQ,1.05,0.03,1.05,0.03,1.05,0.03
BFS,1.57,0.04,1.57,0.04,1.57,0.04
SCG,0.86,0.06,0.86,0.06,0.86,0.06
SLB,1.95,0.13,1.85,0.13,1.78,0.12
SWM,1.53,0.1,1.47,0.1,1.43,0.09
SAIC,2.02,0.17,2.02,0.17,2.02,0.17
SMG,2.3,0.22,2.3,0.22,2.3,0.22
SNI,2.52,0.23,2.52,0.23,2.52,0.23
CKH,0.67,0.05,0.67,0.05,0.67,0.05
SEE,1.71,0.08,1.71,0.08,1.71,0.08
SEAS,1.44,0.13,1.44,0.13,1.44,0.13
SIR,1.27,0.06,1.27,0.06,1.27,0.06
SEM,1.2,0.1,1.2,0.1,1.2,0.1
SEMG,1.73,0.05,1.73,0.05,1.73,0.05
SRE,1.04,0.05,1.04,0.05,1.04,0.05
SNH,1.31,0.05,1.31,0.05,1.31,0.05
ST,2.49,0.11,2.4,0.11,2.33,0.1
SXT,2.08,0.07,2.08,0.07,2.08,0.07
SCI,0.74,0.05,0.74,0.05,0.74,0.05
SERV,1.53,0.07,1.53,0.07,1.53,0.07
NOW,8.08,0.23,6.72,0.19,5.98,0.17
SHW,4.94,0.21,4.94,0.21,4.94,0.21
SSTK,6.26,0.22,5.17,0.18,4.57,0.16
SIG,1.97,0.1,1.97,0.1,1.97,0.1
SBY,0.96,0.05,0.96,0.05,0.96,0.05
SSNI,0.91,0.29,0.67,0.21,0.54,0.17
SPG,2.7,0.08,2.7,0.08,2.7,0.08
SSD,1.71,0.14,1.53,0.13,1.41,0.12
SIX,2.38,0.17,2.38,0.17,2.38,0.17
SJW,0.85,0.08,0.85,0.08,0.85,0.08
SKX,2.88,0.13,2.88,0.13,2.88,0.13
SLG,1.23,0.03,1.23,0.03,1.23,0.03
SM,0.93,0.12,0.93,0.12,0.93,0.12
SFS,1.1,0.05,1.1,0.05,1.1,0.05
AOS,2.44,0.12,2.44,0.12,2.44,0.12
SNA,2.29,0.16,2.29,0.16,2.29,0.16
SWI,4.79,0.2,4.14,0.17,3.75,0.16
SLH,1.5,0.06,1.5,0.06,1.5,0.06
SAH,1.02,0.08,1.02,0.08,1.02,0.08
SON,1.36,0.1,1.36,0.1,1.36,0.1
BID,1.19,0.11,1.19,0.11,1.19,0.11
SJI,0.95,0.04,0.95,0.04,0.95,0.04
SXE,1.03,0.02,1.03,0.02,1.03,0.02
SO,0.92,0.05,0.92,0.05,0.92,0.05
SCCO,2.56,0.2,2.52,0.2,2.49,0.2
LUV,1.54,0.11,1.54,0.11,1.54,0.11
SWX,0.83,0.06,0.83,0.06,0.83,0.06
SWN,1.14,0.13,1.14,0.13,1.14,0.13
SSS,2.17,0.07,2.17,0.07,2.17,0.07
SPA,1.5,0.08,1.48,0.08,1.45,0.08
SE,1.18,0.06,1.18,0.06,1.18,0.06
SEP,1.24,0.07,1.24,0.07,1.24,0.07
SPB           ,1.38,0.09,1.36,0.09,1.33,0.09
TRK,0.84,0.05,0.84,0.05,0.84,0.05
SPR,1.63,0.18,1.6,0.17,1.57,0.17
SRC,1.19,0.03,1.19,0.03,1.19,0.03
SRLP,1.09,0.22,1.09,0.22,1.09,0.22
S,0.63,0.02,0.63,0.02,0.63,0.02
SPW,0.81,0.03,0.81,0.03,0.81,0.03
JOE,1.51,0.43,1.51,0.43,1.51,0.43
STJ,2.36,0.18,1.97,0.15,1.72,0.13
STAG,1.32,0.01,1.32,0.01,1.32,0.01
SSI,0.83,0.13,0.83,0.13,0.83,0.13
SFG,0.16,0.01,0.16,0.01,0.16,0.01
SMP,1.6,0.13,1.6,0.13,1.6,0.13
SPF,1.07,0.09,1.07,0.09,1.07,0.09
SXI,1.81,0.12,1.81,0.12,1.81,0.12
SGU,0.78,0.23,0.78,0.23,0.78,0.23
SRT,1.42,0.06,1.42,0.06,1.42,0.06
HOT,1.94,0.1,1.94,0.1,1.94,0.1
STWD,0.09,0.0,0.09,0.0,0.09,0.0
SWAY,0.78,0.02,0.78,0.02,0.78,0.02
SPLP,0.55,0.07,0.55,0.07,0.55,0.07
SCS,1.46,0.09,1.46,0.09,1.46,0.09
SCM,0.93,0.05,0.93,0.05,0.93,0.05
SCL,1.1,0.12,0.99,0.1,0.91,0.09
STE,2.33,0.13,2.19,0.13,2.09,0.12
STC,0.7,0.07,0.7,0.07,0.7,0.07
SF,0.46,0.03,0.46,0.03,0.46,0.03
SWC,1.38,0.07,1.38,0.07,1.38,0.07
SGY,0.65,0.12,0.65,0.12,0.65,0.12
SGM,0.89,0.03,0.89,0.03,0.89,0.03
STON,0.69,0.01,0.69,0.01,0.69,0.01
SRI,1.16,0.21,0.89,0.17,0.75,0.15
STRI,0.31,0.23,0.28,0.21,0.26,0.2
BEE,1.41,0.04,1.41,0.04,1.41,0.04
SYK,2.25,0.11,2.06,0.1,1.93,0.09
RGR,4.09,0.39,4.09,0.39,4.09,0.39
SPH,1.49,0.11,1.49,0.11,1.49,0.11
INN,1.23,0.03,1.23,0.03,1.23,0.03
SMLP,1.51,0.04,1.51,0.04,1.51,0.04
SUI,1.83,0.03,1.83,0.03,1.83,0.03
SXCP,1.21,0.11,1.21,0.11,1.21,0.11
SXC,0.9,0.12,0.9,0.12,0.9,0.12
SUNE,1.24,0.06,1.22,0.06,1.2,0.06
SXL,1.09,0.04,1.09,0.04,1.09,0.04
SHO,1.24,0.04,1.24,0.04,1.24,0.04
SPN,0.72,0.07,0.72,0.07,0.72,0.07
SUP,0.89,0.04,0.89,0.04,0.89,0.04
SVU,1.19,0.09,1.19,0.09,1.19,0.09
SFY,0.55,0.2,0.55,0.2,0.55,0.2
SWFT,1.61,0.13,1.61,0.13,1.61,0.13
SYA,0.1,0.01,0.1,0.01,0.1,0.01
SNX,0.86,0.07,0.86,0.07,0.86,0.07
SYY,1.67,0.11,1.67,0.11,1.67,0.11
SYX,0.45,0.03,0.45,0.03,0.45,0.03
DATA,8.25,0.18,6.57,0.14,5.72,0.12
TAL,1.06,0.07,1.06,0.07,1.06,0.07
TEP,1.42,0.03,1.42,0.03,1.42,0.03
SKT,2.23,0.06,2.23,0.06,2.23,0.06
NGLS,1.69,0.1,1.69,0.1,1.69,0.1
TGT,1.58,0.1,1.58,0.1,1.58,0.1
TCO,2.07,0.07,2.07,0.07,2.07,0.07
TMHC,0.57,0.08,0.57,0.08,0.57,0.08
TCP,1.77,0.05,1.77,0.05,1.77,0.05
TCPI,0.45,0.07,0.45,0.07,0.45,0.07
AMTD,0.87,0.05,0.87,0.05,0.87,0.05
TEL,1.59,0.14,1.45,0.13,1.34,0.12
TMH,2.67,0.11,2.67,0.11,2.67,0.11
TISI,1.74,0.13,1.74,0.13,1.74,0.13
TE,0.96,0.06,0.96,0.06,0.96,0.06
TRC,1.39,0.02,1.39,0.02,1.39,0.02
TDY,1.58,0.1,1.58,0.1,1.58,0.1
TFX,1.55,0.08,1.48,0.08,1.43,0.08
TDA,0.52,0.03,0.52,0.03,0.52,0.03
TPX,1.98,0.1,1.98,0.1,1.98,0.1
